stat,fold,val_loss,val_psd_D20_r2,val_psd_D40_r2,val_psd_D60_r2,val_psd_D80_r2,val_psd_max_r2,val_rosin_lambda_r2,val_rosin_k_r2,val_psd_mae,val_psd_rmse,val_psd_mape,val_psd_r2,val_rosin_mae,val_rosin_rmse,val_rosin_mape,val_rosin_r2,val_rank_violation,test_loss,test_psd_mae,test_psd_rmse,test_psd_mape,test_psd_r2,test_rosin_mae,test_rosin_rmse,test_rosin_mape,test_rosin_r2,test_rank_violation_rate,test_psd_D20_mae,test_psd_D20_rmse,test_psd_D20_mape,test_psd_D20_r2,test_psd_D40_mae,test_psd_D40_rmse,test_psd_D40_mape,test_psd_D40_r2,test_psd_D60_mae,test_psd_D60_rmse,test_psd_D60_mape,test_psd_D60_r2,test_psd_D80_mae,test_psd_D80_rmse,test_psd_D80_mape,test_psd_D80_r2,test_psd_max_mae,test_psd_max_rmse,test_psd_max_mape,test_psd_max_r2,test_rosin_lambda_mae,test_rosin_lambda_rmse,test_rosin_lambda_mape,test_rosin_lambda_r2,test_rosin_k_mae,test_rosin_k_rmse,test_rosin_k_mape,test_rosin_k_r2
mean,3.0,3.197949504852295,-0.8034338116645813,-0.14116209745407104,0.049483847618103025,-0.035169017314910886,-0.4161484718322754,-0.1530684232711792,-0.5517354488372803,2.996273565292358,6.570442199707031,26.131855773925782,-0.2692859124392271,0.989449679851532,1.4532310009002685,24.811227798461914,-0.35240193605422976,0.0,3.2599555969238283,3.0293561458587646,6.928201484680176,26.244159698486328,-0.3095496892929077,1.0118927717208863,1.629314374923706,24.420983123779298,-0.17780716419219972,0.0,0.9366470456123352,1.2311769485473634,28.950100326538085,-0.688064706325531,0.934317684173584,1.3313847541809083,22.126648712158204,-0.12600375413894654,1.1787750959396361,2.032203936576843,20.471123504638673,0.03506877422332764,2.043362617492676,3.3635876178741455,24.24976577758789,-0.008146989345550536,10.053677940368653,14.87162971496582,35.423170471191405,-0.3385464191436768,1.3077880859375,1.997739052772522,21.319042587280272,-0.13450440168380737,0.7159974694252014,1.1428504705429077,27.522923278808594,-0.3359776496887207
std,1.4142135623730951,0.3642864897218848,0.8253821397685105,0.24022273717036055,0.14789435841049225,0.1898883393543148,0.2554725419975837,0.3637117329283801,0.1367721238151864,0.257469550329994,0.5990055269999524,3.676306567154751,0.28677799092159467,0.12106803525248569,0.18580308818193456,1.755807782586461,0.21410375047137312,0.0,0.31882192572880097,0.2207496951775415,0.5414818407945222,3.784849226042734,0.20012021829652546,0.11388065739707863,0.1620875499444118,1.6818981638559152,0.2418051975376911,0.0,0.2554037667104588,0.25243820010370516,6.944053337678822,0.6794976780394785,0.16607459577844963,0.10974316446170787,6.82049031682638,0.17976109353817454,0.10810677760745349,0.10667436821822054,3.843844040394141,0.10197395305521864,0.2398504981308697,0.2792364647317139,5.488466066609626,0.16956392192873035,0.8228865475407369,1.1846689948928522,1.7884296685789327,0.20729114640201038,0.22800358148483602,0.2524321599451187,4.204060975978704,0.29914337389796897,0.035209091416145116,0.032938130180992925,2.059870716757135,0.07803299994549921
